dataset,metric,threshold,similarity
yeast,Betweenness,0.7,0.9192894982860703
yeast,Betweenness,0.71,0.9348706762231224
yeast,Betweenness,0.72,0.9504518541601744
yeast,Betweenness,0.73,0.9348706762231224
yeast,Betweenness,0.74,0.8881271424119662
yeast,Betweenness,0.75,0.9348706762231224
yeast,Betweenness,0.76,0.9037083203490183
yeast,Betweenness,0.77,0.9504518541601744
yeast,Betweenness,0.78,0.9348706762231224
yeast,Betweenness,0.79,0.9192894982860703
yeast,Betweenness,0.8,0.9192894982860703
yeast,Betweenness,0.81,0.9348706762231224
yeast,Betweenness,0.82,0.9192894982860703
yeast,Betweenness,0.83,0.9037083203490183
yeast,Betweenness,0.84,0.8258024306637581
yeast,Betweenness,0.85,0.9192894982860703
yeast,Betweenness,0.86,0.9504518541601744
yeast,Betweenness,0.87,0.9037083203490183
yeast,Betweenness,0.88,0.8725459644749142
yeast,Betweenness,0.89,0.8413836086008102
yeast,Betweenness,0.9,0.8569647865378621
yeast,Betweenness,0.91,0.8725459644749142
yeast,Betweenness,0.92,0.8258024306637581
yeast,Betweenness,0.93,0.8258024306637581
yeast,Betweenness,0.94,0.779058896852602
yeast,Betweenness,0.95,0.8258024306637581
yeast,Betweenness,0.96,0.779058896852602
yeast,Betweenness,0.97,0.7478965409784979
yeast,Betweenness,0.98,0.6232471174820816
yeast,Degree,0.15,0.9816142100342785
yeast,Degree,0.16,1.0
yeast,Degree,0.17,0.9971953879713306
yeast,Degree,0.18,0.9816142100342785
yeast,Degree,0.19,0.9504518541601744
yeast,Degree,0.2,0.9971953879713306
yeast,Degree,0.21,0.9816142100342785
yeast,Degree,0.22,0.9971953879713306
yeast,Degree,0.23,0.9660330320972265
yeast,Degree,0.24,0.9816142100342785
yeast,Degree,0.25,0.9660330320972265
yeast,Degree,0.26,0.9504518541601744
yeast,Degree,0.27,0.9504518541601744
yeast,Degree,0.28,0.9971953879713306
yeast,Degree,0.29,0.9816142100342785
yeast,Degree,0.3,0.9660330320972265
yeast,Degree,0.31,0.9971953879713306
yeast,Degree,0.32,0.9504518541601744
yeast,Degree,0.33,0.9816142100342785
yeast,Degree,0.34,0.9971953879713306
yeast,Degree,0.35,0.9971953879713306
yeast,Degree,0.36,0.9660330320972265
yeast,Degree,0.37,0.9971953879713306
yeast,Degree,0.38,0.9971953879713306
yeast,Degree,0.39,0.9816142100342785
yeast,Degree,0.4,0.9660330320972265
yeast,Degree,0.41,0.9037083203490183
yeast,Degree,0.42,0.8725459644749142
yeast,Degree,0.43,0.9816142100342785
yeast,Degree,0.44,0.9660330320972265
yeast,Degree,0.45,0.9971953879713306
yeast,Degree,0.46,0.9971953879713306
yeast,Degree,0.47,0.9504518541601744
yeast,Degree,0.48,0.9816142100342785
yeast,Degree,0.49,0.9971953879713306
yeast,Degree,0.5,0.9816142100342785
yeast,Degree,0.51,0.9660330320972265
yeast,Degree,0.52,0.9660330320972265
yeast,Degree,0.53,0.9971953879713306
yeast,Degree,0.54,0.9660330320972265
yeast,Degree,0.55,0.9660330320972265
yeast,Degree,0.56,0.9660330320972265
yeast,Degree,0.57,0.9660330320972265
yeast,Degree,0.58,0.9816142100342785
yeast,Degree,0.59,0.9816142100342785
yeast,Degree,0.6,1.0
yeast,Degree,0.61,0.9971953879713306
yeast,Degree,0.62,0.9816142100342785
yeast,Degree,0.63,0.9816142100342785
yeast,Degree,0.64,0.9816142100342785
yeast,Degree,0.65,0.9660330320972265
yeast,Degree,0.66,0.9816142100342785
yeast,Degree,0.67,0.9971953879713306
yeast,Degree,0.68,0.9816142100342785
yeast,Degree,0.69,0.9971953879713306
yeast,Degree,0.7,0.9816142100342785
yeast,Degree,0.71,0.9816142100342785
yeast,Degree,0.72,0.9971953879713306
yeast,Degree,0.73,0.9816142100342785
yeast,Degree,0.74,0.9660330320972265
yeast,Degree,0.75,0.9660330320972265
yeast,Degree,0.76,0.9816142100342785
yeast,Degree,0.77,0.9660330320972265
yeast,Degree,0.78,0.9971953879713306
yeast,Degree,0.79,0.9660330320972265
yeast,Degree,0.8,0.9816142100342785
yeast,Degree,0.81,0.9660330320972265
yeast,Degree,0.82,0.9816142100342785
yeast,Degree,0.83,0.9660330320972265
yeast,Degree,0.84,0.9660330320972265
yeast,Degree,0.85,0.9971953879713306
yeast,Degree,0.86,0.9816142100342785
yeast,Degree,0.87,0.9816142100342785
yeast,Degree,0.88,1.0
yeast,Degree,0.89,0.9504518541601744
yeast,Degree,0.9,0.9816142100342785
yeast,Degree,0.91,0.9504518541601744
yeast,Degree,0.92,0.9660330320972265
yeast,Degree,0.93,0.9816142100342785
yeast,Degree,0.94,0.9816142100342785
yeast,Degree,0.95,0.9660330320972265
yeast,Degree,0.96,0.9504518541601744
yeast,Degree,0.97,0.9971953879713306
yeast,Degree,0.98,0.9348706762231224
yeast,Redundancy,0.15,0.8881271424119662
yeast,Redundancy,0.16,0.8725459644749142
yeast,Redundancy,0.17,0.9037083203490183
yeast,Redundancy,0.18,0.9192894982860703
yeast,Redundancy,0.19,0.9192894982860703
yeast,Redundancy,0.2,0.9504518541601744
yeast,Redundancy,0.21,0.9348706762231224
yeast,Redundancy,0.22,0.9504518541601744
yeast,Redundancy,0.23,0.9504518541601744
yeast,Redundancy,0.24,0.9660330320972265
yeast,Redundancy,0.25,0.9816142100342785
yeast,Redundancy,0.26,0.9037083203490183
yeast,Redundancy,0.27,0.9037083203490183
yeast,Redundancy,0.28,0.9348706762231224
yeast,Redundancy,0.29,0.9504518541601744
yeast,Redundancy,0.3,0.9660330320972265
yeast,Redundancy,0.31,0.9504518541601744
yeast,Redundancy,0.32,0.9660330320972265
yeast,Redundancy,0.33,0.9192894982860703
yeast,Redundancy,0.34,0.9660330320972265
yeast,Redundancy,0.35,0.9192894982860703
yeast,Redundancy,0.36,0.8881271424119662
yeast,Redundancy,0.37,0.9348706762231224
yeast,Redundancy,0.38,0.9504518541601744
yeast,Redundancy,0.39,0.9348706762231224
yeast,Redundancy,0.4,0.9660330320972265
yeast,Redundancy,0.41,0.9816142100342785
yeast,Redundancy,0.42,0.9504518541601744
yeast,Redundancy,0.43,0.9504518541601744
yeast,Redundancy,0.44,0.9660330320972265
yeast,Redundancy,0.45,0.9816142100342785
yeast,Redundancy,0.46,0.9816142100342785
yeast,Redundancy,0.47,0.9660330320972265
yeast,Redundancy,0.48,0.9504518541601744
yeast,Redundancy,0.49,0.9816142100342785
yeast,Redundancy,0.5,0.9971953879713306
yeast,Redundancy,0.51,0.9348706762231224
yeast,Redundancy,0.52,0.9504518541601744
yeast,Redundancy,0.53,0.9504518541601744
yeast,Redundancy,0.54,1.0
yeast,Redundancy,0.55,0.9504518541601744
yeast,Redundancy,0.56,0.9816142100342785
yeast,Redundancy,0.57,0.9504518541601744
yeast,Redundancy,0.58,0.9816142100342785
yeast,Redundancy,0.59,0.9816142100342785
yeast,Redundancy,0.6,0.9971953879713306
yeast,Redundancy,0.61,0.9660330320972265
yeast,Redundancy,0.62,0.9660330320972265
yeast,Redundancy,0.63,0.9971953879713306
yeast,Redundancy,0.64,0.9971953879713306
yeast,Redundancy,0.65,0.9816142100342785
yeast,Redundancy,0.66,0.9660330320972265
yeast,Redundancy,0.67,0.9816142100342785
yeast,Redundancy,0.68,0.9660330320972265
yeast,Redundancy,0.69,0.9816142100342785
yeast,Redundancy,0.7,0.9192894982860703
yeast,Redundancy,0.71,0.9816142100342785
yeast,Redundancy,0.72,0.9504518541601744
yeast,Redundancy,0.73,0.9504518541601744
yeast,Redundancy,0.74,0.9504518541601744
yeast,Redundancy,0.75,0.9348706762231224
yeast,Redundancy,0.76,0.9660330320972265
yeast,Redundancy,0.77,0.9971953879713306
yeast,Redundancy,0.78,0.9971953879713306
yeast,Redundancy,0.79,0.9971953879713306
yeast,Redundancy,0.8,0.9971953879713306
yeast,Redundancy,0.81,0.9816142100342785
yeast,Redundancy,0.82,0.9816142100342785
yeast,Redundancy,0.83,0.9660330320972265
yeast,Redundancy,0.84,0.9660330320972265
yeast,Redundancy,0.85,0.9660330320972265
yeast,Redundancy,0.86,0.9816142100342785
yeast,Redundancy,0.87,0.9816142100342785
yeast,Redundancy,0.88,0.9816142100342785
yeast,Redundancy,0.89,0.9192894982860703
yeast,Redundancy,0.9,0.9504518541601744
yeast,Redundancy,0.91,0.9504518541601744
yeast,Redundancy,0.92,0.9348706762231224
yeast,Redundancy,0.93,0.9192894982860703
yeast,Redundancy,0.94,0.9348706762231224
yeast,Redundancy,0.95,0.9348706762231224
yeast,Redundancy,0.96,0.8881271424119662
yeast,Redundancy,0.97,0.8102212527267061
yeast,Redundancy,0.98,0.8258024306637581
yeast,PageRank,0.15,0.9816142100342785
yeast,PageRank,0.16,0.9816142100342785
yeast,PageRank,0.17,0.9660330320972265
yeast,PageRank,0.18,0.9971953879713306
yeast,PageRank,0.19,0.9660330320972265
yeast,PageRank,0.2,0.9504518541601744
yeast,PageRank,0.21,0.9816142100342785
yeast,PageRank,0.22,0.9504518541601744
yeast,PageRank,0.23,0.9504518541601744
yeast,PageRank,0.24,0.9971953879713306
yeast,PageRank,0.25,0.9348706762231224
yeast,PageRank,0.26,0.9816142100342785
yeast,PageRank,0.27,0.9660330320972265
yeast,PageRank,0.28,0.9816142100342785
yeast,PageRank,0.29,0.9504518541601744
yeast,PageRank,0.3,0.9971953879713306
yeast,PageRank,0.31,0.9816142100342785
yeast,PageRank,0.32,1.0
yeast,PageRank,0.33,0.9660330320972265
yeast,PageRank,0.34,0.9660330320972265
yeast,PageRank,0.35,0.9660330320972265
yeast,PageRank,0.36,0.9816142100342785
yeast,PageRank,0.37,0.9971953879713306
yeast,PageRank,0.38,0.9971953879713306
yeast,PageRank,0.39,0.9660330320972265
yeast,PageRank,0.4,0.9037083203490183
yeast,PageRank,0.41,0.8881271424119662
yeast,PageRank,0.42,0.8881271424119662
yeast,PageRank,0.43,0.9816142100342785
yeast,PageRank,0.44,0.9971953879713306
yeast,PageRank,0.45,0.9971953879713306
yeast,PageRank,0.46,0.9816142100342785
yeast,PageRank,0.47,0.9816142100342785
yeast,PageRank,0.48,0.9816142100342785
yeast,PageRank,0.49,1.0
yeast,PageRank,0.5,0.9816142100342785
yeast,PageRank,0.51,0.9816142100342785
yeast,PageRank,0.52,0.9816142100342785
yeast,PageRank,0.53,0.9971953879713306
yeast,PageRank,0.54,0.9816142100342785
yeast,PageRank,0.55,0.9348706762231224
yeast,PageRank,0.56,0.9816142100342785
yeast,PageRank,0.57,0.9660330320972265
yeast,PageRank,0.58,0.9504518541601744
yeast,PageRank,0.59,0.9971953879713306
yeast,PageRank,0.6,0.9816142100342785
yeast,PageRank,0.61,0.9816142100342785
yeast,PageRank,0.62,0.9971953879713306
yeast,PageRank,0.63,0.9971953879713306
yeast,PageRank,0.64,0.9971953879713306
yeast,PageRank,0.65,1.0
yeast,PageRank,0.66,0.9816142100342785
yeast,PageRank,0.67,0.9504518541601744
yeast,PageRank,0.68,0.9816142100342785
yeast,PageRank,0.69,0.9660330320972265
yeast,PageRank,0.7,0.9816142100342785
yeast,PageRank,0.71,0.9660330320972265
yeast,PageRank,0.72,0.9816142100342785
yeast,PageRank,0.73,0.9971953879713306
yeast,PageRank,0.74,0.9816142100342785
yeast,PageRank,0.75,0.9660330320972265
yeast,PageRank,0.76,0.9971953879713306
yeast,PageRank,0.77,0.9971953879713306
yeast,PageRank,0.78,0.9971953879713306
yeast,PageRank,0.79,0.9504518541601744
yeast,PageRank,0.8,0.9816142100342785
yeast,PageRank,0.81,0.9504518541601744
yeast,PageRank,0.82,0.9816142100342785
yeast,PageRank,0.83,0.9971953879713306
yeast,PageRank,0.84,0.9816142100342785
yeast,PageRank,0.85,0.9504518541601744
yeast,PageRank,0.86,0.9816142100342785
yeast,PageRank,0.87,0.9816142100342785
yeast,PageRank,0.88,0.9504518541601744
yeast,PageRank,0.89,0.9192894982860703
yeast,PageRank,0.9,0.9037083203490183
yeast,PageRank,0.91,0.9348706762231224
yeast,PageRank,0.92,0.9192894982860703
yeast,PageRank,0.93,0.8725459644749142
yeast,PageRank,0.94,0.9348706762231224
yeast,PageRank,0.95,0.8881271424119662
yeast,PageRank,0.96,0.8413836086008102
yeast,PageRank,0.97,0.9192894982860703
yeast,PageRank,0.98,0.8102212527267061
yeast,LocalClustering,0.15,0.9348706762231224
yeast,LocalClustering,0.16,0.9192894982860703
yeast,LocalClustering,0.17,0.9504518541601744
yeast,LocalClustering,0.18,0.779058896852602
yeast,LocalClustering,0.19,0.9348706762231224
yeast,LocalClustering,0.2,0.8569647865378621
yeast,LocalClustering,0.21,0.9504518541601744
yeast,LocalClustering,0.22,0.8413836086008102
yeast,LocalClustering,0.23,0.9660330320972265
yeast,LocalClustering,0.24,0.9660330320972265
yeast,LocalClustering,0.25,0.9971953879713306
yeast,LocalClustering,0.26,0.9816142100342785
yeast,LocalClustering,0.27,0.9660330320972265
yeast,LocalClustering,0.28,0.9660330320972265
yeast,LocalClustering,0.29,0.8569647865378621
yeast,LocalClustering,0.3,0.9192894982860703
yeast,LocalClustering,0.31,0.9816142100342785
yeast,LocalClustering,0.32,0.9660330320972265
yeast,LocalClustering,0.33,0.9816142100342785
yeast,LocalClustering,0.34,0.9348706762231224
yeast,LocalClustering,0.35,0.9348706762231224
yeast,LocalClustering,0.36,0.9816142100342785
yeast,LocalClustering,0.37,0.9504518541601744
yeast,LocalClustering,0.38,0.9504518541601744
yeast,LocalClustering,0.39,0.8258024306637581
yeast,LocalClustering,0.4,0.9037083203490183
yeast,LocalClustering,0.41,0.779058896852602
yeast,LocalClustering,0.42,0.7478965409784979
yeast,LocalClustering,0.43,0.8881271424119662
yeast,LocalClustering,0.44,0.9660330320972265
yeast,LocalClustering,0.45,0.9971953879713306
yeast,LocalClustering,0.46,0.9660330320972265
yeast,LocalClustering,0.47,0.9192894982860703
yeast,LocalClustering,0.48,0.8413836086008102
yeast,LocalClustering,0.49,0.9504518541601744
yeast,LocalClustering,0.5,0.9660330320972265
yeast,LocalClustering,0.51,0.9971953879713306
yeast,LocalClustering,0.52,0.8258024306637581
yeast,LocalClustering,0.53,0.9348706762231224
yeast,LocalClustering,0.54,0.9971953879713306
yeast,LocalClustering,0.55,0.9971953879713306
yeast,LocalClustering,0.56,0.9348706762231224
yeast,LocalClustering,0.57,0.779058896852602
yeast,LocalClustering,0.58,0.9971953879713306
yeast,LocalClustering,0.59,0.9660330320972265
yeast,LocalClustering,0.6,0.9660330320972265
yeast,LocalClustering,0.61,0.9348706762231224
yeast,LocalClustering,0.62,0.6855718292302897
yeast,LocalClustering,0.63,0.9816142100342785
yeast,LocalClustering,0.64,0.9504518541601744
yeast,LocalClustering,0.65,0.9660330320972265
yeast,LocalClustering,0.66,0.9971953879713306
yeast,LocalClustering,0.67,0.9504518541601744
yeast,LocalClustering,0.68,0.8569647865378621
yeast,LocalClustering,0.69,0.9192894982860703
yeast,LocalClustering,0.7,0.6855718292302897
yeast,LocalClustering,0.71,1.0
yeast,LocalClustering,0.72,0.9971953879713306
yeast,LocalClustering,0.73,0.7323153630414458
yeast,LocalClustering,0.74,0.9971953879713306
yeast,LocalClustering,0.75,0.8881271424119662
yeast,LocalClustering,0.76,0.9660330320972265
yeast,LocalClustering,0.77,0.9348706762231224
yeast,LocalClustering,0.78,0.9037083203490183
yeast,LocalClustering,0.79,0.8258024306637581
yeast,LocalClustering,0.8,0.9504518541601744
yeast,LocalClustering,0.81,0.9504518541601744
yeast,LocalClustering,0.82,0.9192894982860703
yeast,LocalClustering,0.83,0.8725459644749142
yeast,LocalClustering,0.84,0.8881271424119662
yeast,LocalClustering,0.85,0.9660330320972265
yeast,LocalClustering,0.86,0.9816142100342785
yeast,LocalClustering,0.87,0.8258024306637581
yeast,LocalClustering,0.88,0.9348706762231224
yeast,LocalClustering,0.89,0.8569647865378621
yeast,LocalClustering,0.9,0.8881271424119662
yeast,LocalClustering,0.91,0.8881271424119662
yeast,LocalClustering,0.92,0.8881271424119662
yeast,LocalClustering,0.93,0.8102212527267061
yeast,LocalClustering,0.94,0.794640074789654
yeast,LocalClustering,0.95,0.7478965409784979
yeast,LocalClustering,0.96,0.7634777189155499
yeast,LocalClustering,0.97,0.7478965409784979
yeast,LocalClustering,0.98,0.7167341851043938
